Reaction #,Substrate #,Substrate SMILES,Hydrogen,Carbon,Source,Yield,HAT,ML BDE,NBO Charge,Mulliken Charge,Lowdin Charge,Hirshfeld Charge,Minimum SOMO,Maximum SOMO,Lowest energy SOMO,Average SOMO,Radical Hirshfeld Charge,Minimum electrophilicity,Maximum electrophilicity,Lowest energy electrophilicity,Average electrophilicity,% Vbur H,% Vbur radical,Shellbur H,Shellbur radical,All SOMOS,SOMO energies,All electrophilicities,Olefin #,Olefin carbon,Olefin SMILES,Olefin LUMO,Olefin HOMO,SOMO/LUMO difference,SOMO/HOMO difference,% Vbur olefin,Amide,Carbamate,Aldehyde,Phenyl ring,Ether,Halogen,Pyridine,Alkyl chain,Alkyl ring,Ester,Ketone,nitrile
15,9,CC(C)(C)C(CC1CCC(C)C)CCC1=O,H29,C7,1,0,FALSE,86.40126,0.20867,0.078009,0.210066,0.027474,-5.9418,-5.8327,-5.8633,-5.891100464,-0.04114,1.586204463,1.668060957,1.601239674,1.626410775,48.67594304,85.07609555,33.14524495,67.68071375,"[-5.8633, -5.8604, -5.8622, -5.8657, -5.9413, -5.9409, -5.8758, -5.8327, -5.9418, -5.8346]","[-662.5935877722101, -662.59349050574, -662.593357934324, -662.593316906127, -662.593464600519, -662.5934204516891, -662.592508503386, -662.592386656673, -662.5935120147781, -662.592277216737]","[1.6012396742869972, 1.6013855677360322, 1.60214057730045, 1.601655591613674, 1.6663772767760563, 1.6663597911973231, 1.6249413534281443, 1.5862044629615182, 1.6680609573298633, 1.5867878428169457]",11,C3,N#C/C=C/C#N,-3.4057,-8.5588,2.485400464,2.667699536,70.57416034,0,0,0,0,0,0,0,1,1,0,1,0
15,9,CC(C)(C)C(CC1CCC(C)C)CCC1=O,"H30, H31",C8,1,0,FALSE,96.25939,0.21523,0.106122,0.188383,0.021918,-5.1665,-5.0897,-5.0897,-5.129408199,-0.043016,0.8505923717,0.8943489442,0.8510128001,0.8702467127,47.47613259,77.66058458,30.83730471,56.16452688,"[-5.1147, -5.1089, -5.1034, -5.0897, -5.1665, -5.1439, -5.1422, -5.1583, -5.152, -5.1145]","[-662.572855143623, -662.571195630532, -662.571304389763, -662.572944634101, -662.5727712652899, -662.572570838628, -662.572343085657, -662.572263351797, -662.57110007166, -662.571641872408]","[0.8584223844890868, 0.8505923716873481, 0.8635929803121176, 0.851012800084553, 0.8709683734108477, 0.8900762676019174, 0.8840449930127967, 0.8798761507613625, 0.8943489442295285, 0.8897278101278351]",11,C3,N#C/C=C/C#N,-3.4057,-8.5588,1.723708199,3.429391801,70.57416034,0,0,0,0,0,0,0,1,1,0,1,0
15,9,CC(C)(C)C(CC1CCC(C)C)CCC1=O,"H32, H33",C9,1,0,FALSE,96.7536,0.1889,0.086323,0.171219,0.013954,-5.1476,-4.8492,-5.0969,-5.027723035,-0.007536,0.7707071048,0.9005523615,0.8823668221,0.8578118572,40.24284233,76.89332967,26.96003859,54.67043667,"[-4.9899, -4.8891, -5.0528, -5.0969, -4.8884, -5.1476, -4.9783, -4.8492, -5.1454, -5.0694]","[-662.5713823645241, -662.573054279124, -662.5730975801221, -662.573642118603, -662.5731288092161, -662.572826722376, -662.5716738862429, -662.571571040684, -662.5726923185, -662.5720766445891]","[0.8425671639627896, 0.8062085781191579, 0.8814411496066488, 0.8823668220510895, 0.8036204769735041, 0.9005523614536192, 0.834461838040036, 0.7707071048485806, 0.8998048550782128, 0.868083007957143]",11,C3,N#C/C=C/C#N,-3.4057,-8.5588,1.622023035,3.531076965,70.57416034,0,0,0,0,0,0,0,1,1,0,1,0
15,9,CC(C)(C)C(CC1CCC(C)C)CCC1=O,H35-H40,"C11, C12",1,0,FALSE,100.4272,0.20337,0.113066,0.143966,0.021262,-5.6593,-5.268,-5.569,-5.52256314,-0.070855,0.915113427,1.076413414,1.065303667,1.024522099,26.02260105,63.55659056,12.88005343,31.58511552,"[-5.4434, -5.5066, -5.569, -5.5721, -5.268, -5.6593, -5.4824, -5.3095, -5.6485, -5.5096]","[-662.5667236402841, -662.5671444855731, -662.567737717558, -662.5663871504361, -662.564483324075, -662.5659763070321, -662.5656986021089, -662.5662153364981, -662.565586963424, -662.5657471053989]","[0.9858436513950438, 0.9992781149568292, 1.0653036666437816, 1.0282775669716595, 0.915113427045948, 1.0764134139199204, 1.0115601030467816, 0.9370213465364894, 1.0439121711066557, 1.0031903826049466]",11,C3,N#C/C=C/C#N,-3.4057,-8.5588,2.11686314,3.03623686,70.57416034,0,0,0,0,0,0,0,1,1,0,1,0
15,9,CC(C)(C)C(CC1CCC(C)C)CCC1=O,"H41, H42",C13,1,0,FALSE,96.25939,0.20103,0.123583,0.185812,0.024194,-5.3582,-5.3049,-5.34,-5.327338116,-0.050743,1.06481903,1.10959638,1.089120695,1.079382074,46.4416533,77.84604965,33.61132721,57.01959051,"[-5.3479, -5.34, -5.3087, -5.3176, -5.3582, -5.3134, -5.3347, -5.3313, -5.3087, -5.3049]","[-662.573550082936, -662.573577893284, -662.573379202029, -662.5732638602901, -662.571237061409, -662.572560184296, -662.572624933171, -662.5723679901221, -662.572650547592, -662.572195451848]","[1.0911247430948035, 1.0891206952981836, 1.0669826999284953, 1.068219314299993, 1.1095963804645077, 1.0648190301064897, 1.0915768132963333, 1.088958681143735, 1.0659738568738084, 1.0674996007648667]",11,C3,N#C/C=C/C#N,-3.4057,-8.5588,1.921638116,3.231461884,70.57416034,0,0,0,0,0,0,0,1,1,0,1,0
15,9,CC(C)(C)C(CC1CCC(C)C)CCC1=O,"H43, H44",C14,1,0,FALSE,88.99053,0.21534,0.119497,0.187889,0.032207,-6.3316,-6.3186,-6.3271,-6.326210813,0.124766,1.742479281,1.757582521,1.748803965,1.748931807,36.27557532,72.524854,24.67873281,45.16623583,"[-6.324, -6.3311, -6.3271, -6.3266, -6.3239, -6.325, -6.3316, -6.3186, -6.3272, -6.3206]","[-662.583376031254, -662.583356522935, -662.584530265233, -662.584330861638, -662.58384315964, -662.5839603368519, -662.582893324163, -662.5819585094209, -662.583787620595, -662.582981707978]","[1.7464429763345024, 1.7521765811777075, 1.7488039649801743, 1.7479082226808191, 1.7480165898051956, 1.7492007290607343, 1.7575825212224085, 1.742479281094222, 1.7508070407866727, 1.744239885160628]",11,C3,N#C/C=C/C#N,-3.4057,-8.5588,2.920510813,2.232589187,70.57416034,0,0,0,0,0,0,0,1,1,0,1,0
16,10,[H]C(C1=CC=C(OC)C=C1)=O,H11,C1,7,77,TRUE,90.14195,0.10552,0.08809,0.166306,0.026127,-5.2961,-5.2942,-5.2942,-5.295130778,0.071048,0.9725443463,0.9773650199,0.9725443463,0.9749059126,26.86156068,66.35511733,11.36024792,34.14166698,"[-5.2961, -5.2942]","[-459.30176142773, -459.301799642213]","[0.9773650198679122, 0.9725443463374888]",3,C3,O=C(/C=C\C(OC)=O)OC,-1.9632,-7.6251,3.331930778,2.329969222,71.91406126,0,0,1,1,1,0,0,0,0,0,0,0
16,10,[H]C(C1=CC=C(OC)C=C1)=O,H14-H16,C7,7,0,FALSE,96.56867,0.18077,0.13588,0.146677,0.036035,-5.662,-5.6312,-5.662,-5.646819697,-0.000332,1.310121791,1.33240743,1.33240743,1.321423574,26.05899632,59.96414399,10.56959957,22.48458189,"[-5.6312, -5.662]","[-459.291029000846, -459.291055942335]","[1.3101217914949796, 1.3324074296981467]",3,C3,O=C(/C=C\C(OC)=O)OC,-1.9632,-7.6251,3.683619697,1.978280303,71.91406126,0,0,1,1,1,0,0,0,0,0,0,0
17,10,[H]C(C1=CC=C(OC)C=C1)=O,H11,C1,7,62,TRUE,90.14195,0.10552,0.08809,0.166306,0.026127,-5.2961,-5.2942,-5.2942,-5.295130778,0.071048,0.9725443463,0.9773650199,0.9725443463,0.9749059126,26.86156068,66.35511733,11.36024792,34.14166698,"[-5.2961, -5.2942]","[-459.30176142773, -459.301799642213]","[0.9773650198679122, 0.9725443463374888]",1,C6,O=C1CCCC=C1,-1.6968,-6.7421,3.598330778,1.446969222,71.56065729,0,0,1,1,1,0,0,0,0,0,0,0
17,10,[H]C(C1=CC=C(OC)C=C1)=O,H14-H16,C7,7,0,FALSE,96.56867,0.18077,0.13588,0.146677,0.036035,-5.662,-5.6312,-5.662,-5.646819697,-0.000332,1.310121791,1.33240743,1.33240743,1.321423574,26.05899632,59.96414399,10.56959957,22.48458189,"[-5.6312, -5.662]","[-459.291029000846, -459.291055942335]","[1.3101217914949796, 1.3324074296981467]",1,C6,O=C1CCCC=C1,-1.6968,-6.7421,3.950019697,1.095280303,71.56065729,0,0,1,1,1,0,0,0,0,0,0,0
18,10,[H]C(C1=CC=C(OC)C=C1)=O,H11,C1,7,53,TRUE,90.14195,0.10552,0.08809,0.166306,0.026127,-5.2961,-5.2942,-5.2942,-5.295130778,0.071048,0.9725443463,0.9773650199,0.9725443463,0.9749059126,26.86156068,66.35511733,11.36024792,34.14166698,"[-5.2961, -5.2942]","[-459.30176142773, -459.301799642213]","[0.9773650198679122, 0.9725443463374888]",7,C1,C=C1C2CCC(C2)C1=O,-1.75,-6.6841,3.545130778,1.388969222,60.93885738,0,0,1,1,1,0,0,0,0,0,0,0
18,10,[H]C(C1=CC=C(OC)C=C1)=O,H14-H16,C7,7,0,FALSE,96.56867,0.18077,0.13588,0.146677,0.036035,-5.662,-5.6312,-5.662,-5.646819697,-0.000332,1.310121791,1.33240743,1.33240743,1.321423574,26.05899632,59.96414399,10.56959957,22.48458189,"[-5.6312, -5.662]","[-459.291029000846, -459.291055942335]","[1.3101217914949796, 1.3324074296981467]",7,C1,C=C1C2CCC(C2)C1=O,-1.75,-6.6841,3.896819697,1.037280303,60.93885738,0,0,1,1,1,0,0,0,0,0,0,0
19,11,CC(C)CCC1=CN=CC=C1,H15,C2,3,68,TRUE,94.97104,0.19882,0.094997,0.193706,0.017657,-4.9412,-4.7368,-4.7868,-4.802096534,-0.080064,0.7852593622,0.8613196172,0.78853233,0.8200887538,49.97072976,83.65764961,31.41442932,63.71620103,"[-4.7407, -4.9138, -4.7368, -4.8085, -4.9149, -4.7906, -4.8188, -4.8933, -4.9412, -4.7868]","[-443.933129952023, -443.93276078288295, -443.93335162097594, -443.933000019956, -443.932761391072, -443.93332304026296, -443.933219859011, -443.928432996835, -443.929127179424, -443.93340242287206]","[0.8234611587283565, 0.8559457244647036, 0.8212327201402115, 0.8613196172454983, 0.8558948087587788, 0.7872146643914517, 0.8143328187412007, 0.8263061671549694, 0.7852593622114282, 0.7885323300066865]",3,C3,O=C(/C=C\C(OC)=O)OC,-1.9632,-7.6251,2.838896534,2.823003466,71.91406126,0,0,0,0,0,0,1,1,0,0,0,0
19,11,CC(C)CCC1=CN=CC=C1,"H12-H14, H16-H18","C1, C3",3,0,FALSE,100.43485,0.2064,0.115692,0.146017,0.02379,-5.7834,-5.4491,-5.7586,-5.714677588,-0.006978,0.9742256331,1.122366187,1.091162606,1.08727284,26.03539943,64.009034,13.16947359,32.14415794,"[-5.6234, -5.7586, -5.6735, -5.4491, -5.7294, -5.6563, -5.7042, -5.7653, -5.7621, -5.7834]","[-443.92057849801097, -443.920884311208, -443.918603503571, -443.91933751004797, -443.920307814732, -443.91836905077406, -443.917924982951, -443.91886660679006, -443.916953463817, -443.92086321150003]","[1.0666587111137802, 1.0911626056551538, 1.0790335111693825, 0.9742256330881328, 1.0845309032219361, 1.0685383145548804, 1.087421739235607, 1.1054001288540614, 1.0908307961190622, 1.1223661874399757]",3,C3,O=C(/C=C\C(OC)=O)OC,-1.9632,-7.6251,3.751477588,1.910422412,71.91406126,0,0,0,0,0,0,1,1,0,0,0,0
19,11,CC(C)CCC1=CN=CC=C1,"H19, H20",C4,3,0,FALSE,97.53741,0.19775,0.099212,0.175346,0.019118,-5.3994,-5.2754,-5.3994,-5.341388093,-0.039985,0.9936933463,1.037642946,1.026707579,1.019347465,41.48955399,75.85661016,26.23048006,52.8715787,"[-5.3994, -5.2948, -5.3125, -5.3118, -5.3397, -5.3403, -5.3287, -5.2754, -5.3215, -5.3519]","[-443.926636303956, -443.92525758413905, -443.925742793397, -443.925483061804, -443.925163597061, -443.923752649202, -443.92345020271404, -443.925949448931, -443.92486492810997, -443.92643682773]","[1.0267075788845266, 1.0243991655528795, 0.9956105249541547, 1.012626950689049, 1.0187774255301685, 0.9963916319871661, 1.0092310073704553, 1.005541158220198, 0.9936933463104713, 1.0376429462852892]",3,C3,O=C(/C=C\C(OC)=O)OC,-1.9632,-7.6251,3.378188093,2.283711907,71.91406126,0,0,0,0,0,0,1,1,0,0,0,0
19,11,CC(C)CCC1=CN=CC=C1,"H21, H22",C5,3,0,FALSE,87.33477,0.21427,0.123315,0.178692,0.028567,-5.0815,-5.0285,-5.0285,-5.049332408,-0.010025,1.33119331,1.362943384,1.339482364,1.348485032,33.89556594,75.55353262,21.54626031,51.32031332,"[-5.0727, -5.0285, -5.0806, -5.0325, -5.0434, -5.0383, -5.0437, -5.0327, -5.0378, -5.0815]","[-443.942511100445, -443.942715550373, -443.94187612113194, -443.941991236372, -443.940912278229, -443.94161452683096, -443.940914911782, -443.94198917521703, -443.941617804787, -443.941891715628]","[1.3629433839865706, 1.3394823635312896, 1.353395887398743, 1.3311933103413622, 1.3521854992900189, 1.3617694571599783, 1.3521655177560514, 1.3314275410763683, 1.360970497888137, 1.3535959075589972]",3,C3,O=C(/C=C\C(OC)=O)OC,-1.9632,-7.6251,3.086132408,2.575767592,71.91406126,0,0,0,0,0,0,1,1,0,0,0,0
20,12,[H]C(C1=CC=C(Cl)C=C1)=O,H10,C1,7,82,TRUE,90.14195,0.10977,0.094662,0.167979,0.030853,-5.6993,-5.6956,-5.6993,-5.697459011,0.08302,1.151972561,1.153477228,1.153477228,1.152728559,26.83235826,66.34294712,11.3559309,34.1084142,"[-5.6956, -5.6993]","[-804.3880169835909, -804.388026181827]","[1.1519725605328885, 1.1534772277805956]",5,C1,C=CC(C)=O,-1.9354,-7.0384,3.762059011,1.340940989,60.77911164,0,0,1,1,0,1,0,0,0,0,0,0
21,13,[H]C(C1=CC=CC=C1Cl)=O,H10,C1,7,55,TRUE,90.02559,0.13337,0.125302,0.172513,0.030238,-5.6251,-5.5509,-5.612,-5.610821391,0.095255,1.080192431,1.15977621,1.15977621,1.131929617,32.00087861,68.25489831,16.01568997,37.77144398,"[-5.6251, -5.5509, -5.612]","[-804.384472744891, -804.383255527051, -804.3850747111941]","[1.0935019860602961, 1.0801924310205568, 1.1597762097871818]",8,C1,C=CC(OC)=O,-1.673,-7.7812,3.937821391,2.170378609,60.62557116,0,0,1,1,0,1,0,0,0,0,0,0
22,14,[H]C(C1=CC=CC(C)=C1)=O,H10,C1,7,58,TRUE,90.06054,0.10745,0.091781,0.167177,0.028613,-5.4421,-5.4417,-5.4421,-5.441999654,0.08076,1.024808388,1.036934527,1.024808388,1.0278504,26.87560939,66.37777137,11.36100477,34.19440169,"[-5.4421, -5.4417]","[-384.09303541476805, -384.09200246289305]","[1.024808388311932, 1.0369345272271033]",8,C1,C=CC(OC)=O,-1.673,-7.7812,3.768999654,2.339200346,60.62557116,0,0,1,1,0,0,0,0,0,0,0,0
22,14,[H]C(C1=CC=CC(C)=C1)=O,H14-H16,C7,7,0,FALSE,89.97326,0.22016,0.127371,0.156566,0.033765,-5.5496,-5.5494,-5.5494,-5.549487648,-0.053263,1.55181633,1.584185928,1.584185928,1.570000295,24.71975517,61.16342842,12.3402984,25.37821201,"[-5.5496, -5.5494]","[-384.09178732595797, -384.09202177796993]","[1.5518163297815395, 1.5841859278380537]",8,C1,C=CC(OC)=O,-1.673,-7.7812,3.876487648,2.231712352,60.62557116,0,0,1,1,0,0,0,0,0,0,0,0
23,15,[H]C(C1=CC=C(C)C=C1)=O,H10,C1,8,98,TRUE,90.14195,0.10656,0.090642,0.166718,0.027724,-5.4011,-5.4011,-5.4011,-5.4011,-0.013652,1.017814191,1.017814191,1.017814191,1.017814191,26.84553742,66.31259931,11.33552234,34.07275887,[-5.4011],[-384.094072462294],[1.0178141914994814],4,C1,C=CC#N,-1.9782,-8.1074,3.4229,2.7063,59.79266387,0,0,1,1,0,0,0,0,0,0,0,0
23,15,[H]C(C1=CC=C(C)C=C1)=O,H13-H15,C6,8,0,FALSE,89.174965,0.22454,0.132534,0.159128,0.036354,-5.6805,-5.6805,-5.6805,-5.6805,-0.022107,1.92427797,1.92427797,1.92427797,1.92427797,24.7792288,61.27450259,12.65231319,25.54717999,[-5.6805],[-384.09471553766997],[1.9242779699307864],4,C2,C=CC#N,-1.9782,-8.1074,3.7023,2.4269,59.79266387,0,0,1,1,0,0,0,0,0,0,0,0
24,16,O=C1N(C)CCC1,"H11, H12",C5,5,56,TRUE,91.47254,0.18011,0.09978,0.165093,0.022999,-4.532,-4.5262,-4.5262,-4.529028569,-0.040517,0.7664796308,0.7694959218,0.7664796308,0.7677220942,32.69480333,70.13768056,19.5772987,41.89939113,"[-4.532, -4.5262, -4.5289]","[-325.153808960807, -325.15381361995196, -325.153811169758]","[0.7694959218431598, 0.7664796308103484, 0.7671981033486935]",4,C3,C=CC#N,-1.9782,-8.1074,2.550828569,3.578371431,59.79266387,1,0,0,0,0,0,0,0,1,0,0,0
24,16,O=C1N(C)CCC1,H8-H10,C4,5,0,FALSE,92.14225,0.24158,0.171231,0.173725,0.041784,-4.6864,-4.6861,-4.6863,-4.686266534,0.023366,0.9317790814,0.9319916963,0.9318419213,0.9318705605,27.41315235,60.84745181,12.85562535,25.91337114,"[-4.6864, -4.6861, -4.6863]","[-325.15113143673693, -325.151136895629, -325.151147357129]","[0.9319916963439628, 0.9317790813900942, 0.9318419212565318]",4,C4,C=CC#N,-1.9782,-8.1074,2.708066534,3.421133466,59.79266387,1,0,0,0,0,0,0,0,1,0,0,0
24,16,O=C1N(C)CCC1,"H13, H14",C6,5,0,FALSE,96.45197,0.21174,0.116074,0.160245,0.030881,-5.6776,-5.6771,-5.6775,-5.677400618,-0.045685,0.9929843711,0.9931433219,0.9931120889,0.9930801242,27.81175101,69.70027275,12.75206275,39.85415795,"[-5.6771, -5.6775, -5.6776]","[-325.145025384955, -325.145031446082, -325.145031118248]","[0.9929843710742771, 0.9931120889478271, 0.9931433218972332]",4,C5,C=CC#N,-1.9782,-8.1074,3.699200618,2.429999382,59.79266387,1,0,0,0,0,0,0,0,1,0,0,0
24,16,O=C1N(C)CCC1,"H15, H16",C7,5,0,FALSE,93.74395,0.22615,0.113105,0.183731,0.038401,-5.9916,-5.9908,-5.9909,-5.99109418,0.042356,1.411848607,1.412265494,1.411996275,1.412034298,30.93657205,70.10161715,17.51588729,40.45835549,"[-5.9909, -5.9916, -5.9908]","[-325.15021331618203, -325.15017459566303, -325.150204079078]","[1.4119962751339104, 1.4122654938522634, 1.4118486073527816]",4,C6,C=CC#N,-1.9782,-8.1074,4.01289418,2.11630582,59.79266387,1,0,0,0,0,0,0,0,1,0,0,0
25,17,C1CCCCC1,H7,C1,9,68,TRUE,95.105095,0.18902,0.093874,0.171162,0.017543,-5.0226,-4.8661,-5.0226,-5.022358318,-0.044876,0.7675718379,0.8582662653,0.8582662653,0.8581262066,35.06456261,71.85860415,18.74110887,44.2845825,"[-5.0226, -4.8661]","[-235.02967840956, -235.023567954506]","[0.8582662653073576, 0.7675718378998109]",3,C3,O=C(/C=C\C(OC)=O)OC,-1.9632,-7.6251,3.059158318,2.602741682,71.91406126,0,0,0,0,0,0,0,0,1,0,0,0
26,18,[H]C(C1=CC=CN=C1)=O,H9,C1,7,48,TRUE,90.18818,0.11447,0.100124,0.169208,0.034631,-5.8373,-5.7822,-5.7822,-5.799860409,-0.009667,1.172604705,1.19553016,1.172604705,1.179894009,26.7508455,66.15796854,11.24292341,33.79225624,"[-5.8373, -5.7822, -5.7834]","[-360.858829944492, -360.85894320094394, -360.858889306264]","[1.1955301602612396, 1.1726047047310386, 1.1729281319190745]",4,C1,C=CC#N,-1.9782,-8.1074,3.821660409,2.307539591,59.79266387,0,0,1,0,0,0,1,0,0,0,0,0
27,18,[H]C(C1=CC=CN=C1)=O,H9,C1,7,41,TRUE,90.18818,0.11447,0.100124,0.169208,0.034631,-5.8373,-5.7822,-5.7822,-5.799860409,-0.009667,1.172604705,1.19553016,1.172604705,1.179894009,26.7508455,66.15796854,11.24292341,33.79225624,"[-5.8373, -5.7822, -5.7834]","[-360.858829944492, -360.85894320094394, -360.858889306264]","[1.1955301602612396, 1.1726047047310386, 1.1729281319190745]",8,C1,C=CC(OC)=O,-1.673,-7.7812,4.126860409,1.981339591,60.62557116,0,0,1,0,0,0,1,0,0,0,0,0
28,19,CC(C)CC1=NC=CC=C1,H14,C2,3,49,TRUE,95.23426,0.1875,0.069715,0.185413,0.01685,-4.8567,-4.7781,-4.7781,-4.80363469,-0.079127,0.8268554437,0.8434505282,0.8268554437,0.8323852263,42.72088785,82.60927922,22.20956386,61.26238639,"[-4.8567, -4.7867, -4.7781, -4.7818, -4.8544]","[-404.65805775260696, -404.658494077379, -404.65852896123494, -404.658510733207, -404.658064978495]","[0.8434505281957027, 0.830023440764884, 0.8268554436710195, 0.8273421669286708, 0.8422498019164363]",3,C3,O=C(/C=C\C(OC)=O)OC,-1.9632,-7.6251,2.84043469,2.82146531,71.91406126,0,0,0,0,0,0,1,1,0,0,0,0
28,19,CC(C)CC1=NC=CC=C1,"H11-H13, H15-H17","C1, C3",3,0,FALSE,100.58199,0.20347,0.113439,0.157708,0.023676,-5.6432,-5.271,-5.6389,-5.528466587,-0.005374,0.9319856813,1.073234788,1.052737791,1.019629847,32.44370546,62.40608109,20.29549253,28.72114822,"[-5.4638, -5.6432, -5.4699, -5.271, -5.6389]","[-404.646303781284, -404.64588553564295, -404.646313135698, -404.64523092779, -404.646477871361]","[0.9955595307501431, 1.0732347880545083, 0.9978197045384802, 0.9319856812936875, 1.0527377912418832]",3,C3,O=C(/C=C\C(OC)=O)OC,-1.9632,-7.6251,3.565266587,2.096633413,71.91406126,0,0,0,0,0,0,1,1,0,0,0,0
28,19,CC(C)CC1=NC=CC=C1,"H18, H19",C4,3,0,FALSE,87.78652,0.22266,0.125046,0.194486,0.028707,-5.1532,-5.0982,-5.0985,-5.103037488,0.04775,1.35202646,1.383740636,1.359660667,1.361112818,39.66306406,75.9752106,25.59686242,52.11869931,"[-5.0985, -5.1532, -5.0982, -5.1529, -5.1025]","[-404.666959530972, -404.664726918503, -404.66695308797296, -404.66472801230503, -404.664958521125]","[1.3596606672896707, 1.3837406359629678, 1.3594221033924208, 1.3833879801319384, 1.3520264596796172]",3,C3,O=C(/C=C\C(OC)=O)OC,-1.9632,-7.6251,3.139837488,2.522062512,71.91406126,0,0,0,0,0,0,1,1,0,0,0,0
29,20,CC(C)CCC1=NC=CC=C1,H15,C2,3,70,TRUE,94.96846,0.19512,0.078099,0.19332,0.016608,-4.7241,-4.5547,-4.6646,-4.645819018,0.015917,0.7228203086,0.7872317849,0.7252790229,0.7485649677,49.59967348,83.43069336,30.90943283,63.20562256,"[-4.6835, -4.6378, -4.6052, -4.6764, -4.6011, -4.5547, -4.7241, -4.592, -4.6646, -4.721]","[-443.93448855567505, -443.93618879858803, -443.93533625335397, -443.93230287265, -443.93338889455094, -443.9359706235729, -443.935730679078, -443.935265321229, -443.936346679336, -443.935644387782]","[0.7831450995701742, 0.7578673641087619, 0.7363315103876917, 0.7670683042543814, 0.7322912677193125, 0.7228203086296309, 0.7872317849016393, 0.7314919930705367, 0.7252790228508185, 0.7860452279548162]",3,C3,O=C(/C=C\C(OC)=O)OC,-1.9632,-7.6251,2.682619018,2.979280982,71.91406126,0,0,0,0,0,0,1,1,0,0,0,0
29,20,CC(C)CCC1=NC=CC=C1,"H12-H14, H16-H18","C1, C3",3,0,FALSE,100.43485,0.19711,0.106824,0.150846,0.019802,-5.589,-5.2719,-5.4651,-5.504313491,-0.053228,0.9154551971,1.022424601,1.00477458,1.004225157,29.21868085,62.48791947,15.20818533,28.87821418,"[-5.464, -5.4651, -5.5367, -5.3383, -5.4813, -5.2719, -5.5098, -5.5666, -5.5381, -5.589]","[-443.923260066803, -443.923715753275, -443.923692994857, -443.92212717619196, -443.921947297389, -443.921944391944, -443.923064988037, -443.923423647401, -443.922034081759, -443.923186042404]","[0.9863533991480431, 1.0047745797212468, 1.0154042302284771, 0.9345700898291007, 0.9903742875418512, 0.9154551970705691, 1.0108376707181201, 1.0214698193775624, 1.0154101291110242, 1.0224246011800149]",3,C3,O=C(/C=C\C(OC)=O)OC,-1.9632,-7.6251,3.541113491,2.120786509,71.91406126,0,0,0,0,0,0,1,1,0,0,0,0
29,20,CC(C)CCC1=NC=CC=C1,"H19, H20",C4,3,0,FALSE,97.586655,0.19966,0.101353,0.174908,0.021298,-5.2208,-5.0938,-5.1203,-5.154983191,-0.043888,0.9032466991,0.9719914881,0.9231363492,0.9444820711,37.99574507,75.59819733,23.73393814,52.28539826,"[-5.1588, -5.1904, -5.1756, -5.1203, -5.1481, -5.1274, -5.132, -5.2208, -5.1316, -5.0938]","[-443.928471188464, -443.92826085762005, -443.927722649183, -443.928510577289, -443.927980154553, -443.9271420566, -443.926745100108, -443.92758877212304, -443.926281000897, -443.927101775627]","[0.971714337124376, 0.9719914880972802, 0.9471819833404537, 0.9231363491725715, 0.9244271828405061, 0.942339657611806, 0.9032466990821371, 0.9490419268022425, 0.9050763817868765, 0.9143810244769263]",3,C3,O=C(/C=C\C(OC)=O)OC,-1.9632,-7.6251,3.191783191,2.470116809,71.91406126,0,0,0,0,0,0,1,1,0,0,0,0
29,20,CC(C)CCC1=NC=CC=C1,"H21, H22",C5,3,0,FALSE,86.53366,0.22505,0.143449,0.189582,0.030018,-5.1496,-5.0942,-5.0952,-5.10834642,0.049866,1.364105738,1.385107087,1.367266341,1.375758556,39.72740635,75.34647525,24.70888597,50.70972982,"[-5.1242, -5.1496, -5.0942, -5.1055, -5.0952, -5.1134, -5.1125, -5.1247, -5.1049, -5.1054]","[-443.94576873668, -443.943829408108, -443.9459914282651, -443.944094429711, -443.94599302849997, -443.943062174351, -443.943084382093, -443.945766055344, -443.94504301534005, -443.94500924497595]","[1.3828085495242795, 1.383106494946619, 1.3666979684368787, 1.3641057377003478, 1.3672663406687633, 1.3829565058192164, 1.3822367997753384, 1.3829978696377663, 1.3844681958361675, 1.385107087467014]",3,C3,O=C(/C=C\C(OC)=O)OC,-1.9632,-7.6251,3.14514642,2.51675358,71.91406126,0,0,0,0,0,0,1,1,0,0,0,0
30,20,CC(C)CCC1=NC=CC=C1,H15,C2,3,56,TRUE,94.96846,0.19512,0.078099,0.19332,0.016608,-4.7241,-4.5547,-4.6646,-4.645819018,0.015917,0.7228203086,0.7872317849,0.7252790229,0.7485649677,49.59967348,83.43069336,30.90943283,63.20562256,"[-4.6835, -4.6378, -4.6052, -4.6764, -4.6011, -4.5547, -4.7241, -4.592, -4.6646, -4.721]","[-443.93448855567505, -443.93618879858803, -443.93533625335397, -443.93230287265, -443.93338889455094, -443.9359706235729, -443.935730679078, -443.935265321229, -443.936346679336, -443.935644387782]","[0.7831450995701742, 0.7578673641087619, 0.7363315103876917, 0.7670683042543814, 0.7322912677193125, 0.7228203086296309, 0.7872317849016393, 0.7314919930705367, 0.7252790228508185, 0.7860452279548162]",4,C1,C=CC#N,-1.9782,-8.1074,2.667619018,3.461580982,59.79266387,0,0,0,0,0,0,1,1,0,0,0,0
